cohort,novel,qi,qid,gold,G1,G2,G3,G4,G5,B1,B2,B3,Q0,correct_G1,correct_G2,correct_G3,correct_G4,correct_G5,correct_B1,correct_B2,correct_B3,correct_Q0,graph_sha256,source_signature
old20,16,1,detectiveqa_16_AIsup_anno_1,B,C,C,C,C,C,C,C,C,C,False,False,False,False,False,False,False,False,False,0d02ea8dfae906504e44eb3b450e1d077b11d74fe7aedb866d430b33c757e0ed,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\16\\q01.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\16\\q01.json""}"
old20,16,2,detectiveqa_16_AIsup_anno_2,B,,B,C,,D,B,B,B,C,False,True,False,False,False,True,True,True,False,0d02ea8dfae906504e44eb3b450e1d077b11d74fe7aedb866d430b33c757e0ed,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\16\\q02.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\16\\q02.json""}"
old20,16,3,detectiveqa_16_AIsup_anno_3,B,B,B,B,B,A,C,B,B,C,True,True,True,True,False,False,True,True,False,0d02ea8dfae906504e44eb3b450e1d077b11d74fe7aedb866d430b33c757e0ed,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\16\\q03.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\16\\q03.json""}"
old20,16,4,detectiveqa_16_AIsup_anno_4,A,B,B,B,B,B,B,C,B,C,False,False,False,False,False,False,False,False,False,0d02ea8dfae906504e44eb3b450e1d077b11d74fe7aedb866d430b33c757e0ed,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\16\\q04.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\16\\q04.json""}"
old20,16,5,detectiveqa_16_AIsup_anno_5,B,D,D,D,D,D,C,A,C,A,False,False,False,False,False,False,False,False,False,0d02ea8dfae906504e44eb3b450e1d077b11d74fe7aedb866d430b33c757e0ed,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\16\\q05.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\16\\q05.json""}"
old20,16,6,detectiveqa_16_AIsup_anno_6,D,C,B,B,B,C,B,C,B,B,False,False,False,False,False,False,False,False,False,0d02ea8dfae906504e44eb3b450e1d077b11d74fe7aedb866d430b33c757e0ed,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\16\\q06.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\16\\q06.json""}"
old20,25,0,detectiveqa_25_AIsup_anno_0,D,D,C,C,C,D,D,D,D,A,True,False,False,False,True,True,True,True,False,1abeef2fef63fb3fa2a2a166ed7f400a4bd0e0d58e8c6f351d88e4538a04cee3,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\25\\q00.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\25\\q00.json""}"
old20,25,1,detectiveqa_25_AIsup_anno_1,D,D,D,D,D,D,D,D,D,D,True,True,True,True,True,True,True,True,True,1abeef2fef63fb3fa2a2a166ed7f400a4bd0e0d58e8c6f351d88e4538a04cee3,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\25\\q01.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\25\\q01.json""}"
old20,25,2,detectiveqa_25_AIsup_anno_2,D,D,D,D,D,D,D,D,D,D,True,True,True,True,True,True,True,True,True,1abeef2fef63fb3fa2a2a166ed7f400a4bd0e0d58e8c6f351d88e4538a04cee3,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\25\\q02.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\25\\q02.json""}"
old20,25,3,detectiveqa_25_AIsup_anno_3,A,A,A,A,A,A,A,A,A,A,True,True,True,True,True,True,True,True,True,1abeef2fef63fb3fa2a2a166ed7f400a4bd0e0d58e8c6f351d88e4538a04cee3,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\25\\q03.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\25\\q03.json""}"
old20,25,4,detectiveqa_25_AIsup_anno_4,D,C,D,D,D,D,D,C,C,C,False,True,True,True,True,True,False,False,False,1abeef2fef63fb3fa2a2a166ed7f400a4bd0e0d58e8c6f351d88e4538a04cee3,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\25\\q04.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\25\\q04.json""}"
old20,25,5,detectiveqa_25_AIsup_anno_5,D,A,B,A,A,D,D,A,D,A,False,False,False,False,True,True,False,True,False,1abeef2fef63fb3fa2a2a166ed7f400a4bd0e0d58e8c6f351d88e4538a04cee3,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\25\\q05.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\25\\q05.json""}"
old20,25,6,detectiveqa_25_AIsup_anno_6,D,D,D,D,D,D,D,D,D,D,True,True,True,True,True,True,True,True,True,1abeef2fef63fb3fa2a2a166ed7f400a4bd0e0d58e8c6f351d88e4538a04cee3,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\25\\q06.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\25\\q06.json""}"
old20,25,7,detectiveqa_25_AIsup_anno_7,A,C,A,A,A,A,A,A,A,A,False,True,True,True,True,True,True,True,True,1abeef2fef63fb3fa2a2a166ed7f400a4bd0e0d58e8c6f351d88e4538a04cee3,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\25\\q07.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\25\\q07.json""}"
old20,26,0,detectiveqa_26_AIsup_anno_0,D,D,B,B,B,D,D,D,D,D,True,False,False,False,True,True,True,True,True,c3726c44d96656c0c5bcb94d5550a4b7c0307d73b76c8ac409576c46d953d484,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\26\\q00.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\26\\q00.json""}"
old20,26,1,detectiveqa_26_AIsup_anno_1,B,C,B,D,C,C,C,C,C,A,False,True,False,False,False,False,False,False,False,c3726c44d96656c0c5bcb94d5550a4b7c0307d73b76c8ac409576c46d953d484,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\26\\q01.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\26\\q01.json""}"
old20,26,2,detectiveqa_26_AIsup_anno_2,B,B,B,B,B,B,A,A,B,A,True,True,True,True,True,False,False,True,False,c3726c44d96656c0c5bcb94d5550a4b7c0307d73b76c8ac409576c46d953d484,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\26\\q02.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\26\\q02.json""}"
old20,26,3,detectiveqa_26_AIsup_anno_3,A,C,A,A,A,A,C,A,A,A,False,True,True,True,True,False,True,True,True,c3726c44d96656c0c5bcb94d5550a4b7c0307d73b76c8ac409576c46d953d484,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\26\\q03.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\26\\q03.json""}"
old20,26,4,detectiveqa_26_AIsup_anno_4,C,C,,A,C,C,C,A,C,A,True,False,False,True,True,True,False,True,False,c3726c44d96656c0c5bcb94d5550a4b7c0307d73b76c8ac409576c46d953d484,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\26\\q04.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\26\\q04.json""}"
old20,26,5,detectiveqa_26_AIsup_anno_5,A,A,A,A,A,A,A,A,A,D,True,True,True,True,True,True,True,True,False,c3726c44d96656c0c5bcb94d5550a4b7c0307d73b76c8ac409576c46d953d484,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\26\\q05.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\26\\q05.json""}"
old20,26,6,detectiveqa_26_AIsup_anno_6,A,A,B,D,A,D,C,D,C,A,True,False,False,True,False,False,False,False,True,c3726c44d96656c0c5bcb94d5550a4b7c0307d73b76c8ac409576c46d953d484,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\26\\q06.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\26\\q06.json""}"
old20,26,7,detectiveqa_26_AIsup_anno_7,A,C,A,A,A,B,B,D,C,C,False,True,True,True,False,False,False,False,False,c3726c44d96656c0c5bcb94d5550a4b7c0307d73b76c8ac409576c46d953d484,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\26\\q07.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\26\\q07.json""}"
old20,26,8,detectiveqa_26_AIsup_anno_8,D,D,A,D,D,D,C,D,D,B,True,False,True,True,True,False,True,True,False,c3726c44d96656c0c5bcb94d5550a4b7c0307d73b76c8ac409576c46d953d484,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\26\\q08.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\26\\q08.json""}"
old20,27,0,detectiveqa_27_AIsup_anno_0,A,A,A,A,A,A,A,A,A,A,True,True,True,True,True,True,True,True,True,8a1129d3cda2734ee26380d03511d881d203806643a182a2d03f9727ee24318c,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\27\\q00.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\27\\q00.json""}"
old20,27,1,detectiveqa_27_AIsup_anno_1,C,C,C,C,C,C,C,C,C,C,True,True,True,True,True,True,True,True,True,8a1129d3cda2734ee26380d03511d881d203806643a182a2d03f9727ee24318c,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\27\\q01.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\27\\q01.json""}"
old20,27,2,detectiveqa_27_AIsup_anno_2,B,A,B,A,A,D,D,C,A,B,False,True,False,False,False,False,False,False,True,8a1129d3cda2734ee26380d03511d881d203806643a182a2d03f9727ee24318c,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\27\\q02.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\27\\q02.json""}"
old20,27,3,detectiveqa_27_AIsup_anno_3,C,C,C,C,C,C,C,C,C,C,True,True,True,True,True,True,True,True,True,8a1129d3cda2734ee26380d03511d881d203806643a182a2d03f9727ee24318c,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\27\\q03.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\27\\q03.json""}"
old20,27,4,detectiveqa_27_AIsup_anno_4,A,A,B,B,B,B,A,A,A,B,True,False,False,False,False,True,True,True,False,8a1129d3cda2734ee26380d03511d881d203806643a182a2d03f9727ee24318c,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\27\\q04.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\27\\q04.json""}"
old20,27,5,detectiveqa_27_AIsup_anno_5,D,A,C,B,A,D,A,B,C,B,False,False,False,False,True,False,False,False,False,8a1129d3cda2734ee26380d03511d881d203806643a182a2d03f9727ee24318c,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\27\\q05.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\27\\q05.json""}"
old20,27,6,detectiveqa_27_human_anno_0,B,B,B,B,B,B,B,B,B,B,True,True,True,True,True,True,True,True,True,8a1129d3cda2734ee26380d03511d881d203806643a182a2d03f9727ee24318c,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\27\\q06.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\27\\q06.json""}"
old20,27,7,detectiveqa_27_human_anno_1,C,B,B,B,B,B,B,B,B,A,False,False,False,False,False,False,False,False,False,8a1129d3cda2734ee26380d03511d881d203806643a182a2d03f9727ee24318c,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\27\\q07.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\27\\q07.json""}"
old20,27,8,detectiveqa_27_human_anno_2,B,B,B,A,B,B,B,B,B,A,True,True,False,True,True,True,True,True,False,8a1129d3cda2734ee26380d03511d881d203806643a182a2d03f9727ee24318c,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\27\\q08.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\27\\q08.json""}"
old20,27,9,detectiveqa_27_human_anno_3,C,B,D,B,B,D,C,A,D,A,False,False,False,False,False,True,False,False,False,8a1129d3cda2734ee26380d03511d881d203806643a182a2d03f9727ee24318c,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\27\\q09.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\27\\q09.json""}"
old20,27,10,detectiveqa_27_human_anno_4,A,D,B,A,D,C,C,A,C,C,False,False,True,False,False,False,True,False,False,8a1129d3cda2734ee26380d03511d881d203806643a182a2d03f9727ee24318c,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\27\\q10.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\27\\q10.json""}"
old20,27,11,detectiveqa_27_human_anno_5,A,A,A,A,A,A,C,A,A,C,True,True,True,True,True,False,True,True,False,8a1129d3cda2734ee26380d03511d881d203806643a182a2d03f9727ee24318c,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\27\\q11.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\27\\q11.json""}"
old20,27,12,detectiveqa_27_human_anno_6,A,A,A,A,A,A,D,C,A,C,True,True,True,True,True,False,False,True,False,8a1129d3cda2734ee26380d03511d881d203806643a182a2d03f9727ee24318c,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\27\\q12.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\27\\q12.json""}"
old20,28,0,detectiveqa_28_AIsup_anno_0,D,D,D,D,D,D,D,D,D,D,True,True,True,True,True,True,True,True,True,b9bdcddac0ed4920282bb10921bb3a387b7ab369447199d37fc1db7898334620,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\28\\q00.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\28\\q00.json""}"
